idx,name,address,latitude,longitude,is_shown_user,input_wastes,devices,display_devices,reg_at
192,세븐일레븐 답십리위브점,"서울특별시 동대문구 답십리로 130"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665026014213_세븐일레븐_답십리위브점.jpg",37.57284127095628,127.0523797517403,true,['투명 페트'],['SNBL2109020'],['SNBL2109020'],2021-11-01 08:21:45
193,세븐일레븐 챌린지스토어점,"서울특별시 송파구 올림픽로 269"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665109703495_세븐일레븐_잠실 챌린지스토어점.png",37.5144892393692,127.100621697839,true,['투명 페트'],['SNBL2109011'],['SNBL2109011'],2021-11-01 09:32:00
194,세븐일레븐 면목엠비스점,"서울특별시 중랑구 상봉로 37"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665110723767_세븐일레븐_면목엠비스점.jpg",37.5892832704523,127.093564246396,true,['투명 페트'],['SNBL2109006'],['SNBL2109006'],2021-11-04 02:10:49
196,세븐일레븐 쌍문중앙점,"서울특별시 도봉구 우이천로32길 49"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665025923904_세븐일레븐_쌍문중앙점.jpg",37.64991545854233,127.02492510985007,true,['투명 페트'],['SNBL2109046'],['SNBL2109046'],2021-11-04 05:12:02
198,세븐일레븐 판교도서관점,"경기도 성남시 분당구 판교동 613-1"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665017936472_세븐일레븐_판교도서관점.jpg",37.3911865555337,127.090539505419,true,['투명 페트'],['SNBL2109051'],['SNBL2109051'],2021-11-08 03:40:38
199,세븐일레븐 동부센터점,"서울특별시 광진구 능동로 268"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664939857736_세븐일레븐 동부센터점.jpg",37.5538530156925,127.078042679432,true,['투명 페트'],['SNBL2109014'],['SNBL2109014'],2021-11-08 07:14:33
200,세븐일레븐 대치3호점,"서울특별시 강남구 삼성로 151"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""",37.49313550057345,127.0609768628213,true,['투명 페트'],['SNBL2109031'],['SNBL2109031'],2021-11-08 08:28:11
201,세븐일레븐 광명여성회관점,"경기도 광명시 충현로4번길 10"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664945821371_세븐일레븐_광명여성회관점.jpg",37.4352168943163,126.88034141443,true,['투명 페트'],['SNBL2109008'],['SNBL2109008'],2021-11-09 01:48:17
202,세븐일레븐 신림대학스타점,"서울특별시 관악구 호암로24길 6"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664959745210_세븐일레븐_신림대학스타점.jpg",37.4699117670036,126.933579707983,true,['투명 페트'],['SNBL2109049'],['SNBL2109049'],2021-11-09 02:55:03
204,세븐일레븐 장안현대홈타운점,"서울특별시 동대문구 답십리로72길 34"",""region_1"":""서울특별시"",""region_2"":""동대문구"",""region_3"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1680854156078_세븐일레븐 장안현대홈타운점.jpg",37.57069763596722,127.0737729384497,true,['투명 페트'],['SNBL2109010'],['SNBL2109010'],2021-11-09 06:02:37
205,세븐일레븐 마로니에공원점,"서울특별시 종로구 대학로 116"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665111951433_세븐일레븐_마로니에공원점.png",37.5815366512951,127.002340109386,true,['투명 페트'],['SNBL2109043'],['SNBL2109043'],2021-11-09 07:08:32
207,세븐일레븐 홍대5번출구점,"서울특별시 마포구 신촌로2안길 2"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1698636285546_회수기 추가 설치_홍대5번출구점.jpg",37.557590164922864,126.92730893861435,true,['투명 페트'],"['SNBL2109009', 'SNBL2109025']","['SNBL2109009', 'SNBL2109025']",2021-11-09 08:22:07
211,세븐일레븐 압구정 2점,"서울특별시 강남구 압구정로28길 28"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665112432004_세븐일레븐_압구정 2점.jpg",37.5248057184672,127.0275849008041,true,['투명 페트'],['SNBL2109022'],['SNBL2109022'],2021-11-16 05:47:01
212,세븐일레븐 역삼 14호점,"서울특별시 강남구 논현로105길 53"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665112453554_세븐일레븐_역삼 14호점.png",37.5051308145897,127.029984371826,true,['투명 페트'],['SNBL2109033'],['SNBL2109033'],2021-11-16 06:20:49
213,세븐일레븐 성북두산점,"서울특별시 성북구 화랑로48길 16"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1695796099466_성북두산.jpg",37.61269453385915,127.06877829770445,true,['투명 페트'],"['SNBL2109004', 'SNBL2109019']","['SNBL2109004', 'SNBL2109019']",2021-11-16 07:04:24
214,롯데마트 이천점 정문,"경기도 이천시 안흥동 474"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664946500325_롯데마트_이천점.png",37.27419452816988,127.45461064228596,true,['투명 페트'],['SNBL2109026'],['SNBL2109026'],2021-11-30 01:09:25
215,세븐일레븐 건양대간호학관,"대전광역시 서구 관저동로 158"",""region_1"":""대전광역시"",""region_2"":"""",""image_url"":""",36.30699499788398,127.34462121371037,true,['투명 페트'],"['SNBL2109002', 'SNBL2109017']","['SNBL2109002', 'SNBL2109017']",2021-11-30 07:05:37
216,롯데마트 계양점 지하2층,"인천광역시 계양구 장제로 822"",""region_1"":""인천광역시"",""region_2"":""계양구"",""region_3"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1678239725670_lottemart_gyeyang.jpg",37.540891012389686,126.73605773826154,true,['투명 페트'],['SNBL2109018'],['SNBL2109018'],2021-12-01 02:13:49
217,롯데마트 연수점 1층,"인천광역시 연수구 청능대로 87"",""region_1"":""인천광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665117545254_롯데마트 연수점.jpg",37.415082706966125,126.6751674409779,true,['투명 페트'],"['SNBL2109040', 'SNBL2109042']","['SNBL2109040', 'SNBL2109042']",2021-12-01 03:13:40
218,롯데마트 오산점 1층,"경기도 오산시 경기대로 271"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664947264574_롯데 마트 오산점 _ 1F 포장대 옆.png",37.1494205306333,127.073027965952,true,['투명 페트'],"['SNBL2109030', 'SNBL2109035']","['SNBL2109030', 'SNBL2109035']",2021-12-01 04:42:46
219,롯데마트 시흥배곧점 1층,"경기도 시흥시 서울대학로278번길 67"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665021471212_롯데마트_시흥배곧점.jpg",37.36878540957944,126.73146317267782,true,['투명 페트'],"['SNBL2109012', 'SNBL2109013']","['SNBL2109012', 'SNBL2109013']",2021-12-01 04:54:23
220,롯데마트 영통점 지하2층,"경기도 수원시 영통구 봉영로 1579"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665020941162_롯데마트 영통점 _ B2 주차장 1.png",37.25292507243592,127.07180216999025,true,['투명 페트'],"['SNBL2109016', 'SNBL2109047']","['SNBL2109016', 'SNBL2109047']",2021-12-01 05:57:50
221,롯데마트 안산점 1층,"경기도 안산시 상록구 항가울로 422"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665021547077_롯데마트_안산점 2.png",37.31801041954781,126.84650206924374,true,['투명 페트'],"['SNBL2109021', 'SNBL2109034']","['SNBL2109021', 'SNBL2109034']",2021-12-01 06:21:11
222,롯데마트 상록점 1층,"경기도 안산시 상록구 반석로 20"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.296611997867416,126.86207596279131,true,['투명 페트'],['SNBL2109027'],['SNBL2109027'],2021-12-01 07:13:19
223,롯데마트 광교점 지하1층,"경기도 수원시 영통구 센트럴타운로 85"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.2907135761798,127.049404741773,true,['투명 페트'],"['SNBL2109037', 'SNBL2109050']","['SNBL2109037', 'SNBL2109050']",2021-12-01 07:51:34
224,롯데마트 양평점 3층,"서울특별시 영등포구 선유로 138"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1681366348731_롯데마트 양평점_3층.jpg",37.52609625965927,126.89157717968001,true,['투명 페트'],"['SNBL2109005', 'SNBL2109048']","['SNBL2109005', 'SNBL2109048']",2021-12-02 02:59:22
225,롯데마트 검단점 1층,"인천광역시 서구 원당대로 581"",""region_1"":""인천광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665117417296_롯데마트_검단점.png",37.5945702184535,126.664496884957,true,['투명 페트'],"['SNBL2109015', 'SNBL2109044']","['SNBL2109015', 'SNBL2109044']",2021-12-02 03:12:33
226,롯데마트 서초점 지하4층,"서울특별시 서초구 서초대로38길 12"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665026655632_롯데마트 서초점 _ B2 주차장 마트 입구.jpg",37.4900696218267,127.00633218032169,true,['투명 페트'],"['SNBL2109024', 'SNBL2109038']","['SNBL2109024', 'SNBL2109038']",2021-12-02 05:43:22
227,롯데마트 부평점 1층,"인천광역시 부평구 마장로 296"",""region_1"":""인천광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665659274915_롯데마트 부평점 1.png",37.50499825799793,126.70409293323978,true,['투명 페트'],['SNBL2109036'],['SNBL2109036'],2021-12-02 06:43:26
228,롯데마트 월드타워점 지하 2층,"서울특별시 송파구 올림픽로 300"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665110074280_롯데마트 월드타워점 _ 롯데마트 주차장 입구1.png",37.5135401296735,127.104147193463,true,['투명 페트'],"['SNBL2109028', 'SNBL2109032']","['SNBL2109028', 'SNBL2109032']",2021-12-02 07:16:51
229,롯데마트 삼산점 지하1층,"인천광역시 부평구 길주로 623"",""region_1"":""인천광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665113090286_롯데마트_삼산점.jpg",37.50770392319799,126.73161100859458,true,['투명 페트'],['SNBL2109041'],['SNBL2109041'],2021-12-02 08:02:20
230,NS홈쇼핑,"경기도 성남시 분당구 판교로228번길 15"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665018133729_NS홈쇼핑_NS홈쇼핑.png",37.401816825517095,127.10160817258252,true,"['캔', '투명 페트']",['SNBA2112001'],['SNBA2112001'],2021-12-20 06:33:54
231,판교환경생태학습원,"경기도 성남시 분당구 대왕판교로645번길 21"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.3995911866032,127.103817633248,true,"['캔', '투명 페트']",['SNBA2112002'],['SNBA2112002'],2021-12-20 06:34:23
233,아산시중앙도서관,"충청남도 아산시 용화동 1391"",""region_1"":""충청남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664940499411_배달의 민족_아산중앙도서관.jpg",36.770334660100765,127.00627249501369,true,['무색 PP'],"['SNBB2112003', 'SNBB2112004']",['SNBB2112003'],2021-12-23 05:38:42
235,배방읍행정복지센터,"충청남도 아산시 배방읍 공수리 1672"",""region_1"":""충청남도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664945421484_배달의 민족_배방읍 행정복지센터.jpg",36.77361832355973,127.0541809839442,true,['무색 PP'],"['SNBB2112007', 'SNBB2112008']",['SNBB2112007'],2021-12-23 05:41:22
246,함평 영화학교(포인트 적립 불가),"전라남도 함평군 함평읍 한나리길 10-25"",""region_1"":""전라남도"",""region_2"":"""",""image_url"":""",35.1040091609172,126.49435857826,true,"['캔', '투명 페트']",['NCRK2202002'],['NCRK2202002'],2022-02-16 04:42:19
247,영선중학교(포인트 적립 불가),"전라북도 고창군 무장면 왕제산로 713"",""region_1"":""전라북도"",""region_2"":"""",""image_url"":""",35.4140991032081,126.557458010409,true,"['캔', '투명 페트']",['NCRK2202003'],['NCRK2202003'],2022-02-17 01:12:30
249,자양종합사회복지관,"서울특별시 광진구 자양번영로 35"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""",37.5328975121375,127.075364328876,true,"['캔', '투명 페트']",['NCAG2202001'],['NCAG2202001'],2022-02-18 07:23:00
253,월산4동 행정복지센터,"광주광역시 남구 월산동 949"",""region_1"":""광주광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664960167159_광주광역시 남구_월산4동행정복지센터.jpg",35.14641584475447,126.89075753725002,true,"['캔', '투명 페트']","['SNBC2203001', 'SNBP2203001', 'SNBP2203002']","['SNBC2203001', 'SNBP2203001', 'SNBP2203002']",2022-03-22 06:14:53
254,설봉공원,"경기도 이천시 관고동 356"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664946290100_경기도 이천시_설봉공원.jpg",37.27896320024419,127.4280370817135,true,"['캔', '투명 페트']","['SNBC2204001', 'SNBP2204001']","['SNBC2204001', 'SNBP2204001']",2022-04-21 02:56:21
255,구름다리,"강원특별자치도 삼척시 교동 728-2"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665660383081_강원도 삼척시_구름다리 1.png",37.446919688373114,129.17155032703874,true,"['캔', '투명 페트']","['SNBC2204002', 'SNBP2204002']","['SNBC2204002', 'SNBP2204002']",2022-04-27 13:16:07
256,봉황공원,"강원특별자치도 삼척시 남양동 339-2"",""region_1"":""강원특별자치도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665119433922_강원도 삼척시_봉황공원.jpg",37.4414578621754,129.17010443184896,true,"['캔', '투명 페트']","['SNBC2204003', 'SNBP2204003']","['SNBC2204003', 'SNBP2204003']",2022-04-27 13:18:33
257,호계3동 행정복지센터,"경기도 안양시 동안구 호계동 764-5"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.36766621267882,126.95879489670394,true,"['캔', '투명 페트']","['SNBC2205001', 'SNBP2205001']","['SNBC2205001', 'SNBP2205001']",2022-04-27 23:50:16
258,농수산물센터 서문,"경기도 안양시 동안구 흥안대로 313"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.381824562468765,126.96949402316227,true,"['캔', '투명 페트']","['SNBC2205002', 'SNBP2205002']","['SNBC2205002', 'SNBP2205002']",2022-04-27 23:53:38
259,농수산물센터 동문,"경기도 안양시 동안구 흥안대로 313"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.38184061625652,126.9706231360306,true,"['캔', '투명 페트']","['SNBC2205003', 'SNBP2205003']","['SNBC2205003', 'SNBP2205003']",2022-04-27 23:56:56
260,동안구청,"경기도 안양시 동안구 비산동 1111"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.39191193925903,126.95071016952659,true,"['캔', '투명 페트']","['SNBC2205005', 'SNBP2205004', 'SNBP2205005', 'SNBP2205006']","['SNBC2205005', 'SNBP2205004', 'SNBP2205005', 'SNBP2205006']",2022-04-28 00:00:55
261,아르떼웨딩홀,"경기도 안양시 동안구 관양동 1753"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.396482803798555,126.96446817146034,true,"['캔', '투명 페트']","['SNBC2205006', 'SNBP2205007']","['SNBC2205006', 'SNBP2205007']",2022-04-28 00:04:17
263,안양9동 꿈나눔터,"경기도 안양시 만안구 병목안로142번길 8"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666862315125_안양9동꿈나눔터.jpg",37.39120695274017,126.90903530384784,true,"['캔', '투명 페트']","['SNBC2205009', 'SNBP2205013']","['SNBC2205009', 'SNBP2205013']",2022-04-29 01:13:29
264,갈뫼어린이공원,"경기도 안양시 만안구 석수동 295-1"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666861899572_갈뫼어린이공원.jpg",37.410627547171,126.90785686056483,true,"['캔', '투명 페트']","['SNBC2205010', 'SNBP2205015']","['SNBC2205010', 'SNBP2205015']",2022-04-29 01:22:01
265,노송공원,"경기도 안양시 만안구 안양동 521-1"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666862026111_노송공원.jpg",37.38631101652085,126.93062843518884,true,"['캔', '투명 페트']","['SNBC2205008', 'SNBP2205011', 'SNBP2205012']","['SNBC2205008', 'SNBP2205011', 'SNBP2205012']",2022-05-01 13:47:33
266,종합운동장 수영장,"경기도 안양시 동안구 평촌대로 389"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.40652133895941,126.94914472869866,true,"['캔', '투명 페트']","['SNBC2205011', 'SNBP2205016']","['SNBC2205011', 'SNBP2205016']",2022-05-01 13:50:07
267,꽃메산어린이공원,"경기도 안양시 만안구 석수동 610-10"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666861979105_꽃메산공원.jpg",37.407617905391085,126.89928195061675,true,"['캔', '투명 페트']","['SNBC2205012', 'SNBP2205017', 'SNBP2205018', 'SNBP2205019']","['SNBC2205012', 'SNBP2205017', 'SNBP2205018', 'SNBP2205019']",2022-05-01 13:53:14
268,충훈어린이공원,"경기도 안양시 만안구 석수로178번길 28"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666832261284_충훈어린이공원1.jpg",37.4063784906638,126.89711725353,true,"['캔', '투명 페트']","['SNBC2205013', 'SNBP2205020']","['SNBC2205013', 'SNBP2205020']",2022-05-01 13:55:36
269,친목마을,"경기도 안양시 만안구 박달동 920-1"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666862385320_친목마을.jpg",37.40711396100653,126.88514413335872,true,"['캔', '투명 페트']","['SNBC2205014', 'SNBP2205021']","['SNBC2205014', 'SNBP2205021']",2022-05-01 13:57:02
270,안양2동 행정복지센터,"경기도 안양시 만안구 안양동 842-2"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666862240499_안양2동행정복지센터.jpg",37.40530770952167,126.91796084741766,true,['투명 페트'],"['SNBP2205022', 'SNBP2205023']","['SNBP2205022', 'SNBP2205023']",2022-05-01 13:57:56
271,금강펜테리움,"경기도 안양시 동안구 학의로 282"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.40116964016302,126.96996618202036,true,"['캔', '투명 페트']","['SNBC2205015', 'SNBP2205024', 'SNBP2205025', 'SNBP2205026']","['SNBC2205015', 'SNBP2205024', 'SNBP2205025', 'SNBP2205026']",2022-05-02 22:36:33
272,센트럴타워,"경기도 안양시 만안구 안양동 1403"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.395913652976546,126.93060829268164,true,"['캔', '투명 페트']","['SNBC2205016', 'SNBP2205027']","['SNBC2205016', 'SNBP2205027']",2022-05-02 22:39:09
274,만안구청,"경기도 안양시 만안구 안양로 128"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""",37.386235639766745,126.932723143,true,"['캔', '투명 페트']","['SNBC2205018', 'SNBP2205029']","['SNBC2205018', 'SNBP2205029']",2022-05-02 22:53:54
275,꽃동산공원,"경기도 안양시 만안구 박달동 94-114"",""region_1"":""경기도"",""region_2"":""안양시 만안구"",""region_3"":""박달동"",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1666861958499_꽃동산공원.jpg",37.40134266971889,126.9109741121764,true,"['캔', '투명 페트']","['SNBC2205019', 'SNBP2205030', 'SNBP2205031']","['SNBC2205019', 'SNBP2205030', 'SNBP2205031']",2022-05-02 22:54:58
276,아름드리 덕암동주민커뮤니티센터,"대전광역시 대덕구 신탄진로681번길 10"",""region_1"":""대전광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665120103659_대전 대덕구_아름드리커뮤니티센터.png",36.43908748752816,127.42602190994654,true,"['캔', '투명 페트']","['SNBA2205001', 'SNBP2205032']","['SNBA2205001', 'SNBP2205032']",2022-05-09 02:08:56
277,관저동 광장,"대전광역시 서구 관저동 1681"",""region_1"":""대전광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665120496105_대전서구_관저동광장.png",36.30626498114781,127.33432731835019,true,['투명 페트'],"['SNBP2205034', 'SNBP2205035']","['SNBP2205034', 'SNBP2205035']",2022-05-09 02:12:59
278,도안동 광장,"대전광역시 서구 도안동 846"",""region_1"":""대전광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665120455942_대전 서구_도안동광장.png",36.33093418217129,127.33855359946274,true,['투명 페트'],"['SNBP2205036', 'SNBP2205037']","['SNBP2205036', 'SNBP2205037']",2022-05-09 02:14:09
279,월평주차장,"대전광역시 서구 월평로 53-3"",""region_1"":""대전광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665120436390_대전 서구_월평주차장.jpg",36.35628354432233,127.36261415142594,true,['투명 페트'],"['SNBP2205038', 'SNBP2205039']","['SNBP2205038', 'SNBP2205039']",2022-05-09 02:15:31
280,온천2동 행정복지센터,"대전광역시 유성구 장대로 120"",""region_1"":""대전광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665661215049_image 97.png",36.36551765962494,127.33345243816116,true,['투명 페트'],['SNBP2205040'],['SNBP2205040'],2022-05-09 02:17:04
281,회덕동 행정복지센터,"대전광역시 대덕구 대전로 1376"",""region_1"":""대전광역시"",""region_2"":"""",""image_url"":""",36.37636804914269,127.42111334537042,true,['투명 페트'],['SNBP2205033'],['SNBP2205033'],2022-05-09 05:23:47
282,광양시청 제2청사,"전라남도 광양시 광양읍 인덕로 1100"",""region_1"":""전라남도"",""region_2"":""광양시"",""region_3"":""광양읍"",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665022492174_전라남도 광양시_광양시청 제2청사.png",34.98077530681284,127.5823235756621,true,"['캔', '투명 페트']",['NCAG2205001'],['NCAG2205001'],2022-05-17 01:05:17
283,용현5동 행정복지센터,"인천광역시 미추홀구 토금북로 60"",""region_1"":""인천광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665117679005_인천시 미추홀구_용현5동 행정복지센터.jpg",37.45256784141033,126.64042483352392,true,"['캔', '투명 페트']",['NCAG2205002'],['NCAG2205002'],2022-05-18 12:44:53
284,시민협력플랫폼,"인천광역시 미추홀구 구월남로 20"",""region_1"":""인천광역시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665659580736_인천시 미추홀구_시민협력플랫폼 1.png",37.45468282418354,126.69223476739752,true,"['캔', '투명 페트']",['NCAG2205003'],['NCAG2205003'],2022-05-18 12:46:58
285,영등포 제2스포츠센터,"서울특별시 영등포구 당산동4가 96-2"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665110844888_서울시 영등포구_영등포 제 2스포츠센터1.png",37.526412315641544,126.9027341126328,true,['투명 페트'],['SNBP2205041'],['SNBP2205041'],2022-05-23 07:19:15
286,종로타워 1층,"서울특별시 종로구 종로 51"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""",37.570744325762846,126.98360914667553,true,"['캔', '투명 페트']",['SNBA2205007'],['SNBA2205007'],2022-05-23 13:45:38
287,예천읍 행정복지센터,"경상북도 예천군 예천읍 서본리 1-6"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664957620450_경상북도 예천군_예천읍행정복지센터.jpg",36.65691694617921,128.45291329786977,true,"['캔', '투명 페트']",['NCAG2205004'],['NCAG2205004'],2022-05-25 07:14:23
288,예천군 제1공영주차장,"경상북도 예천군 호명면 산합리 1450"",""region_1"":""경상북도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1664957590395_경상북도 예천군_제1공영주차장.png",36.575985331921586,128.48931194767746,true,"['캔', '투명 페트']",['NCAG2205005'],['NCAG2205005'],2022-05-25 07:16:53
289,유락종합사회복지관,"서울특별시 중구 신당동 160-2"",""region_1"":""서울특별시"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1665112704121_서울시 중구 신당5동_유락종합사회복지관.png",37.56515934176784,127.02279607308958,true,"['캔', '투명 페트']",['NCAG2205006'],['NCAG2205006'],2022-05-26 09:52:30
290,가온공원,"경기도 화성시 새솔동 114"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661844483045_가온공원.jpg",37.278019174766584,126.82018418582884,true,"['캔', '투명 페트']","['SNBC2206001', 'SNBP2206001']","['SNBC2206001', 'SNBP2206001']",2022-05-31 00:31:08
291,수노을공원 농구장,"경기도 화성시 새솔동 97"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661844700749_수노을공원 농구장.jpg",37.28076520412963,126.81731635243978,true,"['캔', '투명 페트']","['SNBC2206002', 'SNBP2206002', 'SNBP2206003', 'SNBP2206004']","['SNBC2206002', 'SNBP2206002', 'SNBP2206003', 'SNBP2206004']",2022-05-31 00:31:32
292,수노을공원 공용화장실,"경기도 화성시 꽃내음1길 30"",""region_1"":""경기도"",""region_2"":"""",""image_url"":""https://superbin-web.s3.ap-northeast-2.amazonaws.com/location/1661844743883_수노을공원 공용화장실.jpg",37.28226368160967,126.81618510202752,true,"['캔', '투명 페트']","['SNBC2206003', 'SNBP2206005', 'SNBP2206006', 'SNBP2206007']","['SNBC2206003', 'SNBP2206005', 'SNBP2206006', 'SNBP2206007']",2022-05-31 00:31:52
