idx,name,address,latitude,longitude,is_shown_user,input_wastes,devices,display_devices,reg_at,region_1,region_2,image_url
228,롯데마트 월드타워점 지하 2층,"서울특별시 송파구 올림픽로 300""",37.5135401296735,127.104147193463,true,[],[],[],2021-12-02 07:16:51,,,
229,롯데마트 삼산점 지하1층,"인천광역시 부평구 길주로 623""",37.50770392319799,126.73161100859458,true,[],[],[],2021-12-02 08:02:20,,,
230,NS홈쇼핑,"경기도 성남시 분당구 판교로228번길 15""",37.401816825517095,127.10160817258252,true,[],[],[],2021-12-20 06:33:54,,,
231,판교환경생태학습원,"경기도 성남시 분당구 대왕판교로645번길 21""",37.3995911866032,127.103817633248,true,[],[],[],2021-12-20 06:34:23,,,
233,아산시중앙도서관,"충청남도 아산시 용화동 1391""",36.770334660100765,127.00627249501368,true,[],[],[],2021-12-23 05:38:42,,,
235,배방읍행정복지센터,"충청남도 아산시 배방읍 공수리 1672""",36.77361832355973,127.0541809839442,true,[],[],[],2021-12-23 05:41:22,,,
246,함평 영화학교(포인트 적립 불가),"전라남도 함평군 함평읍 한나리길 10-25""",35.1040091609172,126.49435857826,true,[],[],[],2022-02-16 04:42:19,,,
247,영선중학교(포인트 적립 불가),"전라북도 고창군 무장면 왕제산로 713""",35.4140991032081,126.557458010409,true,[],[],[],2022-02-17 01:12:30,,,
249,자양종합사회복지관,"서울특별시 광진구 자양번영로 35""",37.5328975121375,127.075364328876,true,[],[],[],2022-02-18 07:23:00,,,
253,월산4동 행정복지센터,"광주광역시 남구 월산동 949""",35.14641584475447,126.89075753725002,true,[],[],[],2022-03-22 06:14:53,,,
254,설봉공원,"경기도 이천시 관고동 356""",37.27896320024419,127.4280370817135,true,[],[],[],2022-04-21 02:56:21,,,
255,구름다리,"강원특별자치도 삼척시 교동 728-2""",37.44691968837312,129.17155032703874,true,[],[],[],2022-04-27 13:16:07,,,
256,봉황공원,"강원특별자치도 삼척시 남양동 339-2""",37.4414578621754,129.17010443184896,true,[],[],[],2022-04-27 13:18:33,,,
257,호계3동 행정복지센터,"경기도 안양시 동안구 호계동 764-5""",37.36766621267882,126.95879489670394,true,[],[],[],2022-04-27 23:50:16,,,
258,농수산물센터 서문,"경기도 안양시 동안구 흥안대로 313""",37.381824562468765,126.96949402316228,true,[],[],[],2022-04-27 23:53:38,,,
259,농수산물센터 동문,"경기도 안양시 동안구 흥안대로 313""",37.38184061625652,126.9706231360306,true,[],[],[],2022-04-27 23:56:56,,,
